#Exudyn implicit second order time integration solver solution file
#simulation started=2025-02-02,13:00:29
#columns contain: time, ODE2 displacements, ODE2 velocities, ODE2 accelerations
#number of system coordinates [nODE2, nODE1, nAlgebraic, nData] = [3,0,0,0]
#number of written coordinates [nODE2, nVel2, nAcc2, nODE1, nVel1, nAlgebraic, nData] = [3,3,3,0,0,0,0]
#total columns exported  (excl. time) = 9
#number of time steps (planned) = 10000
#Exudyn version = 1.9.0; Python3.11.8; Windows AVX2 FLOAT64
#
0,0,0.8,0,0,-0.2,0,0,-28978.26903,0
0.01,0,0.7999966314,0,0,-0.1326666875,0,0,-22297.97992,0
0.02,0,0.8002203709,0,0,-0.04716367066,0,0,-12711.96525,0
0.03,0,0.8006816686,0,0,0.01353356606,0,0,-6932.567973,0
0.04,0,0.8013776027,0,0,0.05716249977,0,0,-3750.333344,0
0.05,0,0.8023038747,0,0,0.09101667541,0,0,-2025.39225,0
0.06,0,0.8034560255,0,0,0.119348546,0,0,-1093.081019,0
0.07,0,0.8048295624,0,0,0.1444860362,0,0,-589.4565816,0
0.08,0,0.8064199756,0,0,0.1676892084,0,0,-317.4408426,0
0.09,0,0.808222741,0,0,0.1896385053,0,0,-170.5331035,0
0.1,0,0.8102333226,0,0,0.2107010318,0,0,-91.20248543,0
0.11,0,0.8124471729,0,0,0.2310746502,0,0,-48.3734271,0
0.12,0,0.8148597346,0,0,0.2508658396,0,0,-25.26056051,0
0.13,0,0.8174664409,0,0,0.2701317502,0,0,-12.79733992,0
0.14,0,0.8202627166,0,0,0.288902923,0,0,-6.086506003,0
0.15,0,0.8232439788,0,0,0.3071955592,0,0,-2.482824581,0
0.16,0,0.8264056378,0,0,0.3250181498,0,0,-0.5574813487,0
0.17,0,0.8297430976,0,0,0.3423750557,0,0,0.4612945493,0
0.18,0,0.8332517567,0,0,0.3592684417,0,0,0.9903749183,0
0.19,0,0.8369270091,0,0,0.3756993221,0,0,1.254934923,0
0.2,0,0.8407642449,0,0,0.3916681247,0,0,1.376605182,0
0.21,0,0.844758851,0,0,0.4071749963,0,0,1.421087624,0
0.22,0,0.8489062119,0,0,0.4222199681,0,0,1.423874374,0
0.23,0,0.8532017107,0,0,0.4368030442,0,0,1.40413993,0
0.24,0,0.8576407297,0,0,0.4509242506,0,0,1.372244981,0
0.25,0,0.862218651,0,0,0.4645836616,0,0,1.33378943,0
0.26,0,0.8669308575,0,0,0.4777814137,0,0,1.291801618,0
0.27,0,0.871772734,0,0,0.4905177136,0,0,1.247921081,0
0.28,0,0.8767396672,0,0,0.5027928431,0,0,1.203036993,0
0.29,0,0.8818270472,0,0,0.5146071607,0,0,1.157633352,0
0.3,0,0.8870302682,0,0,0.5259611039,0,0,1.111975285,0
0.31,0,0.8923447288,0,0,0.5368551896,0,0,1.066209697,0
0.32,0,0.8977658334,0,0,0.5472900145,0,0,1.020419685,0
0.33,0,0.9032889927,0,0,0.557266256,0,0,0.9746538215,0
0.34,0,0.9089096247,0,0,0.5667846721,0,0,0.9289420739,0
0.35,0,0.9146231552,0,0,0.5758461017,0,0,0.8833043661,0
0.36,0,0.9204250189,0,0,0.5844514645,0,0,0.8377551974,0
0.37,0,0.92631066,0,0,0.5926017616,0,0,0.7923061302,0
0.38,0,0.9322755332,0,0,0.6002980751,0,0,0.7469671471,0
0.39,0,0.9383151044,0,0,0.6075415684,0,0,0.7017473815,0
0.4,0,0.9444248517,0,0,0.6143334861,0,0,0.6566555109,0
0.41,0,0.9506002658,0,0,0.6206751541,0,0,0.6116999418,0
0.42,0,0.9568368511,0,0,0.6265679795,0,0,0.566888956,0
0.43,0,0.9631301266,0,0,0.6320134505,0,0,0.5222307553,0
0.44,0,0.9694756266,0,0,0.6370131367,0,0,0.4777334899,0
0.45,0,0.9758689015,0,0,0.6415686883,0,0,0.4334052791,0
0.46,0,0.9823055183,0,0,0.6456818367,0,0,0.3892542224,0
0.47,0,0.9887810621,0,0,0.6493543938,0,0,0.3452883907,0
0.48,0,0.9952911365,0,0,0.6525882523,0,0,0.3015158382,0
0.49,0,1.001831364,0,0,0.6553853852,0,0,0.2579445954,0
0.5,0,1.008397388,0,0,0.6577478456,0,0,0.214582673,0
0.51,0,1.014984872,0,0,0.6596777667,0,0,0.1714380526,0
0.52,0,1.021589502,0,0,0.6611773614,0,0,0.1285186913,0
0.53,0,1.028206985,0,0,0.6622489218,0,0,0.08583251664,0
0.54,0,1.034833054,0,0,0.6628948194,0,0,0.04338742438,0
0.55,0,1.041463464,0,0,0.6631175043,0,0,0.001191278627,0
0.56,0,1.048093995,0,0,0.6629195052,0,0,-0.04074809315,0
0.57,0,1.054720453,0,0,0.6623034288,0,0,-0.08242290056,0
0.58,0,1.061338672,0,0,0.6612719595,0,0,-0.1238253936,0
0.59,0,1.06794451,0,0,0.6598278591,0,0,-0.1649478638,0
0.6,0,1.074533856,0,0,0.6579739661,0,0,-0.2057826465,0
0.61,0,1.081102626,0,0,0.6557131955,0,0,-0.2463221275,0
0.62,0,1.087646767,0,0,0.6530485383,0,0,-0.2865587321,0
0.63,0,1.094162254,0,0,0.6499830608,0,0,-0.3264849445,0
0.64,0,1.100645096,0,0,0.6465199043,0,0,-0.3660932983,0
0.65,0,1.107091331,0,0,0.6426622846,0,0,-0.4053763826,0
0.66,0,1.113497031,0,0,0.6384134911,0,0,-0.4443268385,0
0.67,0,1.119858301,0,0,0.6337768867,0,0,-0.4829373731,0
0.68,0,1.126171281,0,0,0.6287559068,0,0,-0.5212007528,0
